+-----------+--------+-----------------+
|    Name   | Median | Fail Percentage |
|  CRIM 454 |   B-   |       0.0       |
|  CRIM 455 |   B+   |  2.14067278287  |
|  CRIM 456 |  B-/B  |       0.0       |
|  CRIM 457 |   A-   |  4.61538461538  |
|  CRIM 458 |   B    |       0.0       |
|  CRIM 459 |   B+   |       0.0       |
|  CRIM 462 |   A    |       0.0       |
|  CRIM 464 |   B+   |  0.704225352113 |
|  CRIM 465 |   B+   |       0.0       |
|  CRIM 470 |   A    |       0.0       |
|  CRIM 480 |   B    |  2.07100591716  |
|  CRIM 481 |   B+   |       0.0       |
|  CRIM 490 |   A    |       0.0       |
|  CRIM 491 |   A    |       0.0       |
|  CRIM 499 |   A+   |       0.0       |
|  DEVS 201 |   B    |  1.64609053498  |
|  DEVS 401 |   A-   |   1.8018018018  |
| DIAL 390W |   A    |       0.0       |
| DIAL 391W |   A-   |       0.0       |
| DIAL 392W |   A    |       0.0       |
|  EAS 101  |   B    |       0.0       |
|  EASC 101 |   B-   |  7.69881556684  |
|  EASC 103 |   C+   |   9.3023255814  |
|  EASC 104 |   B-   |  6.33561643836  |
|  EASC 106 |   B-   |  6.78466076696  |
|  EASC 107 |   B    |  2.53807106599  |
|  EASC 108 |   B-   |  2.78551532033  |
|  EASC 201 |   C+   |  1.26582278481  |
|  EASC 202 |   C    |  14.6596858639  |
|  EASC 204 |   C+   |  9.72222222222  |
|  EASC 205 |   C+   |      4.6875     |
|  EASC 206 |   B    |       1.6       |
|  EASC 207 |   B-   |  1.62601626016  |
|  EASC 208 |   B    |  1.94174757282  |
| EASC 209W |   B-   |       0.0       |
|  EASC 210 |   B-   |  1.96078431373  |
|  EASC 301 |   B-   |       1.25      |
|  EASC 302 |   B-   |       0.0       |
| EASC 303W | C+/B-  |  4.16666666667  |
|  EASC 304 |   B    |   4.1095890411  |
|  EASC 305 |   B+   |       0.0       |
|  EASC 306 |   B    |       0.0       |
|  EASC 307 |   B    |       0.0       |
|  EASC 308 |   B    |       0.0       |
|  EASC 309 |   B-   |       0.0       |
| EASC 310W |   B    |  1.21951219512  |
|  EASC 311 |   B-   |       0.0       |
|  EASC 312 |  B-/B  |       0.0       |
|  EASC 313 |   B    |       0.0       |
|  EASC 314 |   B    |       0.0       |
|  EASC 315 |   B-   |       0.0       |
| EASC 315W |   B    |       0.0       |
|  EASC 317 |   B-   |       0.0       |
|  EASC 400 |   B    |       0.0       |
|  EASC 401 |   B    |       0.0       |
|  EASC 402 |   B    |       0.0       |
|  EASC 403 |   B    |  1.42857142857  |
|  EASC 404 |   B    |       0.0       |
|  EASC 405 |  B/B+  |       0.0       |
|  EASC 406 |  B/B+  |       0.0       |
|  EASC 408 |   B    |       0.0       |
|  EASC 410 |   B    |       0.0       |
|  EASC 411 |   B    |       0.0       |
|  EASC 413 |   B+   |       0.0       |
|  EASC 416 |   B+   |       0.0       |
|  EASC 420 |   B-   |       0.0       |
|  EASC 421 |   B+   |       0.0       |
|  EASC 493 |   A-   |       0.0       |
|  EASC 499 |   A    |       0.0       |
|  ECON 102 |   C+   |  7.21412125863  |
|  ECON 103 |   C+   |  7.12272610812  |
|  ECON 104 |   B-   |  9.06515580737  |
|  ECON 105 |   C+   |  6.38743455497  |
|  ECON 108 |   C+   |  9.70873786408  |
|  ECON 201 |   C    |  18.7939698492  |
|  ECON 210 |   B-   |  4.36241610738  |
|  ECON 260 |   C+   |  7.10571923744  |
|  ECON 280 |   C+   |  8.60215053763  |
|  ECON 282 |   C+   |   5.0259965338  |
|  ECON 290 |   C+   |  5.36033353186  |
|  ECON 291 |   C+   |   9.0991810737  |
|  ECON 300 |   B-   |       0.0       |
|  ECON 301 |   C+   |  12.6582278481  |
|  ECON 302 |   C+   |  8.54252529037  |
|  ECON 305 |   B-   |  3.58686257563  |
|  ECON 310 |   B-   |  3.80868024801  |
|  ECON 325 |   B-   |  7.16112531969  |
|  ECON 331 |   B-   |  3.11111111111  |
|  ECON 342 |   B-   |  5.19199567334  |
|  ECON 345 |   B-   |  2.07920792079  |
|  ECON 353 |   B-   |       0.0       |
|  ECON 354 |   B    |  0.271739130435 |
| ECON 355W |   B-   |  1.24538745387  |
|  ECON 362 |   B-   |  1.76211453744  |
|  ECON 372 |   B-   |  3.63636363636  |
|  ECON 381 |   C+   |  3.93811533052  |
|  ECON 382 |   B-   |   4.3956043956  |
|  ECON 383 |   B-   |   3.1328320802  |
|  ECON 389 |   B-   |  1.10497237569  |
|  ECON 392 |   B    |  4.90797546012  |
|  ECON 393 |   B    |       0.0       |
|  ECON 398 |   A    |       0.0       |
|  ECON 402 |   B+   |       0.0       |
|  ECON 403 |   A-   |  1.96078431373  |
|  ECON 404 |  B/B+  |       0.0       |
| ECON 409W |   B+   |       0.0       |
|  ECON 410 |   B+   |       0.0       |
|  ECON 425 |   B    |  2.32558139535  |
| ECON 426W |   B    |  2.17391304348  |
| ECON 427W |   B    |  9.09090909091  |
|  ECON 428 |   B+   |       1.25      |
|  ECON 431 |   A    |       0.0       |
|  ECON 435 |   A-   |  1.33333333333  |
|  ECON 443 |   B-   |  1.48148148148  |
|  ECON 446 |   B-   |       0.0       |
| ECON 448W | B+/A-  |       0.0       |
| ECON 450W |   B+   |  1.96078431373  |
|  ECON 451 |   B-   |       0.0       |
| ECON 452W |  B/B+  |       0.0       |
|  ECON 453 |   B    |       0.0       |
| ECON 454W | C+/B-  |  4.54545454545  |
| ECON 455W |   B+   |       0.0       |
|  ECON 460 |   B+   |       0.0       |
|  ECON 480 |   B    |       0.0       |
|  ECON 482 |   B    |  2.75229357798  |
|  ECON 483 |   B    |  0.228310502283 |
|  ECON 484 |   B+   |       0.0       |
|  ECON 490 |   B    |       0.0       |
|  ECON 492 |   B    |       0.0       |
|  ECON 499 |   A    |       0.0       |
| ECON 499W |   A    |       0.0       |
| EDUC 100W |   A-   |  0.671960904093 |
|  EDUC 199 |   A-   |  1.40280561122  |
|  EDUC 211 |   B    |  0.59880239521  |
|  EDUC 212 |   A-   |  0.675675675676 |
|  EDUC 220 |   B    |  2.43719535058  |
|  EDUC 222 |   B    |  1.93548387097  |
|  EDUC 230 |   B+   |  1.70415814588  |
|  EDUC 240 |   B+   |   1.5756302521  |
|  EDUC 250 |   A-   |  0.711743772242 |
|  EDUC 252 |   A-   |  0.974025974026 |
|  EDUC 298 |   B+   |  10.5263157895  |
|  EDUC 299 |   A-   |       0.0       |
|  EDUC 311 |   B+   |  2.51572327044  |
|  EDUC 313 |   A    |       0.0       |
|  EDUC 315 |   B+   |  0.925925925926 |
|  EDUC 320 |   B+   |  1.33333333333  |
|  EDUC 322 |   B+   |  0.913242009132 |
|  EDUC 323 |   A-   |       0.0       |
|  EDUC 324 |   A-   |  0.727272727273 |
|  EDUC 325 |   A-   |       0.0       |
|  EDUC 326 |   A-   |  1.39494333043  |
|  EDUC 327 |   B+   |   4.7619047619  |
|  EDUC 328 |   A    |  0.666666666667 |
|  EDUC 330 |   A    |       0.0       |
|  EDUC 341 |   B+   |  0.932400932401 |
| EDUC 342W |   B+   |  5.26315789474  |
|  EDUC 351 |   A-   |  0.842696629213 |
|  EDUC 352 |   A    |       0.0       |
| EDUC 352W |   A-   |  0.217864923747 |
|  EDUC 355 |   A    |       0.0       |
|  EDUC 358 |   A-   |       0.0       |
|  EDUC 370 |   A-   |       0.0       |
| EDUC 371W |   A-   |       0.0       |
|  EDUC 375 |   A    |       0.0       |
|  EDUC 380 |   A-   |  0.813008130081 |
|  EDUC 382 |   A-   |       0.0       |
|  EDUC 383 |   A    |       0.0       |
|  EDUC 384 |   A    |       0.0       |
|  EDUC 386 | B+/A-  |   1.6393442623  |
|  EDUC 388 | B+/A-  |  8.33333333333  |
|  EDUC 390 |   A-   |  1.20481927711  |
|  EDUC 392 |   A    |       0.0       |
|  EDUC 394 |   A    |       0.0       |
|  EDUC 395 |   A-   |       0.0       |
|  EDUC 397 |   B+   |       0.0       |
|  EDUC 398 |   B+   |       0.0       |
|  EDUC 399 |   A    |       0.0       |
| EDUC 401W |   F    |      100.0      |
| EDUC 402W |   F    |      100.0      |
| EDUC 412W |   A    |       0.0       |
|  EDUC 414 |   A-   |       0.0       |
|  EDUC 415 |   A    |       0.0       |
|  EDUC 416 |   A    |       0.0       |
|  EDUC 422 |   B+   |  0.45045045045  |
|  EDUC 423 |   A-   |       0.0       |
|  EDUC 424 |   A    |       0.0       |
|  EDUC 426 |   A-   |       0.0       |
|  EDUC 427 |   A-   |       0.0       |
|  EDUC 430 |   A    |       0.0       |
|  EDUC 433 |   A    |       0.0       |
|  EDUC 435 |   A-   |       0.0       |
|  EDUC 437 |   A    |       0.0       |
|  EDUC 438 |   A-   |       0.0       |
|  EDUC 441 |   B+   |       0.0       |
|  EDUC 445 |   B+   |   1.6393442623  |
|  EDUC 446 |   A-   |  1.02564102564  |
|  EDUC 448 |   A-   |  1.94174757282  |
|  EDUC 450 |   B+   |       0.0       |
|  EDUC 454 |   A    |       0.0       |
|  EDUC 456 |   B+   |       0.0       |
|  EDUC 457 |   A    |       0.0       |
|  EDUC 458 |   A-   |       0.0       |
|  EDUC 459 |   A    |       0.0       |
|  EDUC 464 |   A-   |  2.39282153539  |
|  EDUC 465 |   B+   |  1.40495867769  |
|  EDUC 466 |   A-   |  2.20883534137  |
|  EDUC 467 |   A-   |  0.40899795501  |
|  EDUC 468 |   A    |  0.787401574803 |
|  EDUC 469 |   A-   |       0.0       |
|  EDUC 471 |   A-   |  0.932233775547 |
|  EDUC 472 |   A    |  0.24154589372  |
| EDUC 473W |   A-   |       0.0       |
|  EDUC 474 |   A-   |       0.0       |
|  EDUC 475 |   A    |  0.20325203252  |
|  EDUC 476 |   A    |  0.456621004566 |
|  EDUC 477 |   A    |       0.0       |
|  EDUC 478 |   A    |       0.0       |
|  EDUC 479 |   A    |       0.0       |
|  EDUC 480 |   A    |       0.0       |
|  EDUC 481 |   A    |       0.0       |
|  EDUC 482 |   A-   |       0.0       |
|  EDUC 483 |   A-   |       0.0       |
| EDUC 485W |   A-   |       0.0       |
|  EDUC 486 |   A    |       0.0       |
|  EDUC 487 |   B+   |  3.22580645161  |
|  EDUC 488 |   A    |       0.0       |
|  EDUC 490 |   A    |  0.980392156863 |
|  EDUC 491 |   A    |       0.0       |
|  EDUC 493 |   A    |       0.0       |
|  EDUC 495 |   A+   |       0.0       |
|  EDUC 496 |   A    |  7.69230769231  |
|  EDUC 497 |   A    |       0.0       |
|  EDUC 498 |   A-   |       0.0       |
| ENGL 101W |   B-   |  1.67084377611  |
| ENGL 102W |   B-   |  0.554631170272 |
| ENGL 103W |   B-   |   1.1524822695  |
| ENGL 104W |   B-   |  1.12191473448  |
| ENGL 105W |   B-   |  1.07991360691  |
| ENGL 199W |   B    |  1.71365395246  |
|  ENGL 201 |   B    |  1.02880658436  |
|  ENGL 203 |   B-   |  1.21580547112  |
|  ENGL 205 |   B    |  2.62237762238  |
|  ENGL 206 |   B    |  0.496688741722 |
|  ENGL 207 |   B    |  0.955414012739 |
| ENGL 210W |   B    |       0.0       |
|  ENGL 212 |   B    |   1.3468013468  |
|  ENGL 214 |   B+   |       2.5       |
|  ENGL 216 |   B+   |  1.21951219512  |
|  ENGL 300 |   B+   |       0.0       |
|  ENGL 304 |   B    |  1.30890052356  |
|  ENGL 306 |   B+   |  0.54347826087  |
|  ENGL 310 |  B/B+  |       0.0       |
|  ENGL 311 |   B    |  0.630914826498 |
|  ENGL 313 |   B    |  1.15606936416  |
|  ENGL 315 |   B    |       0.0       |
|  ENGL 320 |   B+   |       0.0       |
|  ENGL 322 |   B    |  1.89873417722  |
|  ENGL 327 |   B    |  0.699300699301 |
|  ENGL 330 |   B    |      1.875      |
|  ENGL 340 |   B    |  2.15827338129  |
|  ENGL 342 |   B    |       0.0       |
|  ENGL 347 |   B    |       0.0       |
|  ENGL 349 |   B    |  0.478468899522 |
|  ENGL 354 |   B+   |  0.510204081633 |
|  ENGL 357 |   B+   |  0.273224043716 |
|  ENGL 359 |   B    |  2.18687872763  |
|  ENGL 360 |   A-   |       0.0       |
|  ENGL 364 |   B+   |  1.29032258065  |
|  ENGL 371 |   B+   |  1.20481927711  |
|  ENGL 372 |   A-   |       0.0       |
|  ENGL 374 |   B+   |       0.0       |
|  ENGL 375 |   B+   |  6.09756097561  |
|  ENGL 376 |   B+   |  1.20967741935  |
|  ENGL 377 |   B+   |       0.0       |
|  ENGL 378 |   B+   |       0.0       |
|  ENGL 380 |   B    |       0.0       |
|  ENGL 383 |   B+   |   1.3698630137  |
|  ENGL 387 |   B    |  0.675675675676 |
|  ENGL 392 |   B+   |  2.22222222222  |
|  ENGL 394 |   B    |       0.0       |
| ENGL 400W |   B+   |       0.0       |
| ENGL 404W |   B+   |       0.0       |
| ENGL 407W |   B+   |  0.934579439252 |
| ENGL 410W |   B    |       0.0       |
| ENGL 416W |   B    |       0.0       |
| ENGL 420W |   B+   |  1.81818181818  |
| ENGL 427W |   B+   |       0.0       |
| ENGL 434W |   B+   |  1.61290322581  |
| ENGL 435W |   A-   |       0.0       |
| ENGL 436W |   B+   |       0.0       |
| ENGL 438W |   B+   |       0.0       |
| ENGL 440W |   B+   |  3.84615384615  |
|  ENGL 441 |   A    |       0.0       |
|  ENGL 442 |   A-   |       0.0       |
| ENGL 447W |   B+   |       0.0       |
| ENGL 449W |  B/B+  |   3.7037037037  |
| ENGL 453W | B+/A-  |      3.125      |
| ENGL 454W |   B+   |       0.0       |
| ENGL 455W |   B+   |       0.0       |
| ENGL 457W |  B/B+  |  1.47058823529  |
| ENGL 465W |   A-   |       0.0       |
| ENGL 468W |   B+   |  1.51515151515  |
| ENGL 470W |   B+   |  1.28205128205  |
|  ENGL 472 |   B+   |       0.0       |
| ENGL 472W |   A-   |       0.0       |
| ENGL 475W |   B+   |       0.0       |
| ENGL 482W |   B+   |       0.0       |
| ENGL 484W |   B+   |       0.0       |
| ENGL 486W |   B+   |       0.0       |
| ENGL 487W |   B    |  0.757575757576 |
| ENGL 492W |   B+   |       0.0       |
|  ENGL 494 |   A    |       0.0       |
|  ENGL 496 |   A    |  2.77777777778  |
|  ENSC 100 |   B    |  10.5263157895  |
| ENSC 100W |   A-   |   1.4652014652  |
|  ENSC 101 |   F    |      100.0      |
| ENSC 101W |   F    |      100.0      |
|  ENSC 102 |   B    |  0.851063829787 |
| ENSC 105W |   B+   |   2.5641025641  |
|  ENSC 120 |   A    |  1.88305252725  |
|  ENSC 150 |   B    |  5.23560209424  |
|  ENSC 180 |   B    |  5.72057205721  |
|  ENSC 201 |   B    |  5.29100529101  |
|  ENSC 204 |   B-   |  3.21100917431  |
|  ENSC 215 |   B+   |  1.46699266504  |
|  ENSC 220 |   B-   |  4.86593843098  |
|  ENSC 224 |   B    |  0.806451612903 |
|  ENSC 225 |   B    |  1.40405616225  |
|  ENSC 230 |   B-   |       0.0       |
|  ENSC 250 |   C+   |  10.2112676056  |
|  ENSC 251 |   B    |  9.34579439252  |
|  ENSC 252 |   C    |  16.0877513711  |
|  ENSC 254 |   B+   |  0.813008130081 |
|  ENSC 263 |   B    |       0.0       |
|  ENSC 264 |   C+   |  5.60747663551  |
|  ENSC 280 |   B    |   2.9520295203  |
|  ENSC 304 |   B+   |  1.72413793103  |
| ENSC 305W |   A-   |       0.0       |
|  ENSC 320 |   B-   |  5.89171974522  |
|  ENSC 324 |   B    |       0.0       |
|  ENSC 325 |   B+   |  0.739371534196 |
|  ENSC 327 |   B-   |  4.82180293501  |
|  ENSC 330 |   B    |  0.302114803625 |
|  ENSC 350 |   B    |  2.05992509363  |
|  ENSC 351 |   B    |  2.09677419355  |
|  ENSC 370 |   A    |       0.0       |
|  ENSC 372 |  A-/A  |       0.0       |
|  ENSC 380 |   B-   |  4.82954545455  |
|  ENSC 383 |   B+   |  3.50877192982  |
|  ENSC 385 |   B    |  1.35135135135  |
|  ENSC 386 |   B    |       0.0       |
|  ENSC 387 |   B+   |  1.27118644068  |
|  ENSC 400 |   A    |       0.0       |
|  ENSC 406 |   B    |  0.196850393701 |
|  ENSC 410 |   A-   |  1.29310344828  |
|  ENSC 411 |   A-   |       0.0       |
|  ENSC 412 |   A-   |       0.0       |
|  ENSC 424 |   B    |  2.63157894737  |
|  ENSC 425 |   B-   |  3.73134328358  |
|  ENSC 426 |   B-   |  7.79220779221  |
|  ENSC 427 |   B    |  0.671140939597 |
|  ENSC 428 |   B    |  1.47058823529  |
|  ENSC 429 |   B-   |  2.66666666667  |
| ENSC 440W |   A-   |  0.179533213645 |
|  ENSC 450 |   B+   |  0.42735042735  |
|  ENSC 452 |   A    |       0.0       |
|  ENSC 460 |   A-   |       0.0       |
|  ENSC 461 |   A-   |       0.0       |
|  ENSC 462 |  A-/A  |  4.54545454545  |
|  ENSC 470 |   B    |  2.95857988166  |
|  ENSC 472 |   B+   |       0.0       |
|  ENSC 474 |   B+   |  3.14465408805  |
|  ENSC 475 |   A-   |  4.87804878049  |
|  ENSC 476 |   B    |       0.0       |
|  ENSC 477 |   A-   |   2.5641025641  |
|  ENSC 481 |   A-   |       0.0       |
|  ENSC 483 |   B+   |  0.381679389313 |
|  ENSC 488 |   B-   |  4.20168067227  |
|  ENSC 489 |   B+   |  0.266666666667 |
|  ENSC 494 |   A-   |       0.0       |
|  ENSC 495 |   B    |       0.0       |
|  ENSC 498 |   F    |      100.0      |
|  ENSC 499 |   F    |      100.0      |
|  ENV 221  |   B+   |       0.0       |
|  ENV 222  |   A-   |       0.0       |
|  ENV 319  |   B+   |       0.0       |
|  ENV 320W |   B    |  2.61194029851  |
|  ENV 321  |   B+   |       2.5       |
|  ENV 391  |   A    |       2.0       |
|  ENV 399  |   A    |       0.0       |
|  ENV 412  |  A-/A  |       0.0       |
|  ENV 491  |   A    |       0.0       |
|  ENV 495  |   B+   |       0.0       |
|  ENV 499  |   A    |       0.0       |
|  EVSC 100 |   B    |   2.6862026862  |
|  EVSC 205 |   B+   |  0.819672131148 |
| EVSC 491W |   A    |       0.0       |
|  EXPL 110 |   A-   |       0.0       |
|  EXPL 120 |  B/B+  |  1.66666666667  |
|  EXPL 130 |   B    |       2.0       |
|  EXPL 135 |   B    |       0.0       |
| EXPL 145W |   B    |  1.75438596491  |
|  EXPL 150 |   B+   |       0.0       |
|  EXPL 160 |   B+   |       2.5       |
| EXPL 310W |   B+   |       0.0       |
|  EXPL 340 |   A    |  8.33333333333  |
|  FAL X99  |   B-   |  0.264970853206 |
|  FAN X99  |   B-   |   5.5951727921  |
|  FNLG 130 |   A-   |  2.32558139535  |
|  FNLG 158 |   A-   |       0.0       |
|  FNLG 231 |   A-   |       0.0       |
|  FNLG 232 |  A-/A  |       0.0       |
|  FNLG 258 |   B    |       0.0       |
|  FNLG 331 |   A    |  9.09090909091  |
|  FNLG 332 |   A-   |       0.0       |
|  FNLG 335 |   A-   |  1.04166666667  |
|  FNLG 433 |  C+/A  |       0.0       |
|  FNLG 435 |  A-/A  |       0.0       |
|  FNST 101 |   B+   |  1.81124880839  |
|  FNST 201 |   B+   |  0.719424460432 |
| FNST 201W |   B+   |       0.0       |
|  FNST 212 |   B+   |   1.3698630137  |
|  FNST 222 |   B+   |       0.0       |
|  FNST 301 |   B+   |       0.0       |
|  FNST 322 |   B    |  4.54545454545  |
|  FNST 324 |   B+   |       0.0       |
|  FNST 325 |   B-   |       0.0       |
|  FNST 326 |  C/C+  |  7.14285714286  |
|  FNST 327 |   B+   |       0.0       |
|  FNST 329 |   A-   |       0.0       |
|  FNST 332 |   A-   |       0.0       |
| FNST 353W |   B+   |       0.0       |
|  FNST 360 |   B+   |  2.17391304348  |
|  FNST 363 | B+/A-  |       10.0      |
|  FNST 376 |   A-   |  9.09090909091  |
|  FNST 383 |   B    |       0.0       |
|  FNST 401 |   B    |       0.0       |
|  FNST 402 |   B+   |  4.34782608696  |
| FNST 402W |   B+   |       0.0       |
|  FNST 403 |   B    |       0.0       |
|  FNST 419 |   B+   |       0.0       |
|  FNST 429 |   B+   |       0.0       |
|  FNST 433 |   B    |       5.0       |
|  FNST 442 |   A-   |  4.54545454545  |
|  FNST 443 | B+/A-  |       0.0       |
|  FNST 447 |   A    |       0.0       |
|  FNST 462 |   B+   |       10.0      |
|  FPA 104  |   B    |  3.44462109168  |
|  FPA 111  |   B+   |  5.77319587629  |
|  FPA 120  |   A-   |       0.0       |
|  FPA 122  |   B    |       0.0       |
|  FPA 123  |   B+   |       0.0       |
|  FPA 124  |   A-   |       0.0       |
|  FPA 129  |   B+   |       0.0       |
|  FPA 130  |   A-   |  0.854700854701 |
|  FPA 131  |   A-   |       0.0       |
|  FPA 135  |   B    |  2.09580838323  |
|  FPA 136  |   B    |  3.87453874539  |
|  FPA 137  |   B    |  1.80831826401  |
|  FPA 140  |   B+   |  4.70588235294  |
|  FPA 142  |   B    |  3.22580645161  |
|  FPA 145  |   A-   |       0.0       |
|  FPA 146  |   B+   |       0.0       |
|  FPA 147  |   B+   |  1.88679245283  |
|  FPA 149  |   A-   |   1.108033241   |
|  FPA 150  |   A-   |       0.0       |
|  FPA 151  |   A-   |       0.0       |
|  FPA 160  |   B+   |  0.898203592814 |
|  FPA 161  |   B+   |       0.0       |
|  FPA 167  |   B+   |   2.2792022792  |
|  FPA 168  |   B+   |  1.52905198777  |
|  FPA 170  |   B+   |  0.630914826498 |
|  FPA 171  |   B+   |  0.448430493274 |
|  FPA 184  |   B    |  3.38983050847  |
|  FPA 186  |   B+   |  1.63043478261  |
|  FPA 210  |   B+   |  2.98507462687  |
|  FPA 220  |   B+   |       0.0       |
|  FPA 221  |   B+   |       0.0       |
|  FPA 224  |   A-   |       0.0       |
|  FPA 227  |   A-   |       0.0       |
|  FPA 228W |   B+   |       0.0       |
|  FPA 230  |   A-   |       0.0       |
|  FPA 231  |   A    |       0.0       |
|  FPA 232  |   B+   |  4.21052631579  |
|  FPA 233  |   B+   |       0.0       |
|  FPA 235  |   A-   |  5.81395348837  |
|  FPA 236  |   B    |       7.5       |
|  FPA 237  |   B+   |  4.93827160494  |
|  FPA 238W |   A-   |       0.0       |
|  FPA 240  |   A    |       0.0       |
|  FPA 243  |  A-/A  |  1.11111111111  |
|  FPA 245  |   B+   |       0.0       |
|  FPA 246  |   A-   |       0.0       |
|  FPA 247  |   B+   |  1.05263157895  |
|  FPA 248  | B+/A-  |       0.0       |
|  FPA 250  |   B+   |       0.0       |
|  FPA 251  |   B+   |       0.0       |
|  FPA 252  |   B+   |       0.0       |
|  FPA 253  |   B+   |       0.0       |
|  FPA 254  |   B+   |       0.0       |
|  FPA 255  |   B+   |       0.0       |
|  FPA 257W |   B-   |   1.5503875969  |
|  FPA 260  |   B+   |       0.0       |
|  FPA 261  |   B+   |  0.952380952381 |
|  FPA 262  |   B+   |       0.0       |
|  FPA 263  |   B+   |       0.0       |
|  FPA 264  |   B+   |       0.0       |
|  FPA 265  |   B+   |       0.0       |
|  FPA 268  |   B+   |       0.0       |
|  FPA 269  |   B+   |       0.0       |
|  FPA 270  |   A-   |  1.66666666667  |
|  FPA 271  |   B+   |       0.0       |
|  FPA 285  |   A-   |  0.328947368421 |
|  FPA 289  |   B+   |  3.93700787402  |
|  FPA 290  |   A-   |       0.0       |
|  FPA 305  |   A-   |       0.0       |
|  FPA 308  |   A-   |       0.0       |
|  FPA 309  |   A-   |       0.0       |
|  FPA 310  |   B+   |       0.0       |
|  FPA 311  |   B    |       0.0       |
|  FPA 312  |  B/B+  |  4.54545454545  |
|  FPA 314  |   B+   |  2.04081632653  |
|  FPA 317  |   B+   |       0.0       |
|  FPA 319W |   B+   |  0.819672131148 |
|  FPA 320  |   B+   |  1.21951219512  |
|  FPA 321  |   B+   |       0.0       |
|  FPA 322  |   A-   |       0.0       |
|  FPA 323  |   A-   |       0.0       |
|  FPA 324  |   A-   |       0.0       |
|  FPA 325  |   A    |       0.0       |
|  FPA 326  |   A    |       0.0       |
|  FPA 327  |   A    |       0.0       |
|  FPA 329  |   A-   |       0.0       |
|  FPA 332  |   B+   |  1.21951219512  |
|  FPA 333  |   B+   |       0.0       |
|  FPA 335  |   B+   |  6.10687022901  |
|  FPA 337  |   B+   |  6.45161290323  |
|  FPA 338W |   B+   |  1.05263157895  |
|  FPA 339  |   A-   |       0.0       |
|  FPA 340  |   A    |       5.0       |
|  FPA 341  |   B    |  7.57894736842  |
|  FPA 343  |   A    |       0.0       |
|  FPA 344  |   A-   |   3.7037037037  |
|  FPA 345  |   A-   |       0.0       |
|  FPA 346  |   A-   |       0.0       |
|  FPA 347  |   A-   |       0.0       |
|  FPA 348  |   B+   |       0.0       |
|  FPA 350  |   B+   |       0.0       |
|  FPA 351  |   B+   |       0.0       |
|  FPA 352  |   A-   |       0.0       |
|  FPA 353  |   A-   |       0.0       |
|  FPA 354  |   B+   |  1.33333333333  |
|  FPA 355  |   B+   |       0.0       |
|  FPA 357W |   B-   |  1.05263157895  |
|  FPA 359  | B+/A-  |       0.0       |
|  FPA 360  |   B+   |       0.0       |
|  FPA 361  |   B+   |  1.23456790123  |
|  FPA 362  |   B+   |       0.0       |
|  FPA 363  |   A-   |       0.0       |
|  FPA 364  | B+/A-  |       0.0       |
|  FPA 365  |   B+   |  2.38095238095  |
|  FPA 366  |   B+   |       0.0       |
|  FPA 367  |   B+   |  1.23456790123  |
|  FPA 368  |   B+   |       0.0       |
|  FPA 369  |   A-   |   1.0752688172  |
|  FPA 370  |   A-   |       0.0       |
|  FPA 371  |   A-   |       0.0       |
|  FPA 374  |   A-   |       0.0       |
|  FPA 375  |   A-   |       0.0       |
|  FPA 386  |   A-   |       0.0       |
|  FPA 387  |   B+   |       0.0       |
|  FPA 389  |   A-   |       0.0       |
|  FPA 390  |   A-   |  1.53846153846  |
|  FPA 393  |   A-   |       0.0       |
|  FPA 400  |   A    |       0.0       |
|  FPA 401  |   A-   |  1.49253731343  |
|  FPA 402  |   A    |  2.17391304348  |
|  FPA 403  |   A    |       0.0       |
|  FPA 404  |   A    |       0.0       |
|  FPA 406  |   A-   |       0.0       |
|  FPA 408  |   A    |       0.0       |
|  FPA 412  |   A-   |       1.25      |
|  FPA 412W |   B+   |   3.0303030303  |
|  FPA 414  |   A-   |  1.96078431373  |
|  FPA 420  |   B+   |       0.0       |
|  FPA 421  |   A-   |       0.0       |
|  FPA 425  |   A    |       0.0       |
|  FPA 426  |   A-   |       0.0       |
|  FPA 427  |   A-   |  1.69491525424  |
|  FPA 428  |   A-   |       2.5       |
|  FPA 430  |   A-   |  1.33333333333  |
|  FPA 432  |   A    |   1.3698630137  |
|  FPA 436  |   B+   |   3.1914893617  |
|  FPA 443  |   A    |       0.0       |
|  FPA 445  |   A-   |  3.44827586207  |
|  FPA 446  |   A    |       0.0       |
|  FPA 447  |   A-   |       0.0       |
|  FPA 450  |   A-   |       0.0       |
|  FPA 453  |   A    |       0.0       |
|  FPA 457  |   A-   |       0.0       |
|  FPA 460  |   B+   |  1.40845070423  |
|  FPA 461  |   B+   |       0.0       |
|  FPA 462  |   A    |       0.0       |
|  FPA 470  |   A-   |       0.0       |
|  FPA 471  |  A-/A  |       0.0       |
|  FPA 485  |   A-   |       0.0       |
|  FPA 489  |   A    |       0.0       |
|  FREN 120 |   B    |  3.99129172714  |
|  FREN 121 |   B    |  1.74520069808  |
|  FREN 122 |   B    |  1.25313283208  |
|  FREN 198 |   B+   |       0.0       |
|  FREN 210 |   B    |  3.25865580448  |
|  FREN 211 |   B-   |  1.62932790224  |
|  FREN 212 |   B    |  0.900900900901 |
|  FREN 215 |   B    |  0.531914893617 |
|  FREN 217 |   B+   |       0.0       |
|  FREN 221 |   B    |  0.604838709677 |
|  FREN 222 |   B    |  0.251256281407 |
|  FREN 245 |   B    |  0.882352941176 |
|  FREN 275 |   B    |   1.4367816092  |
