+-----------+--------+-----------------+
|    Name   | Median | Fail Percentage |
|  FREN 300 |   B+   |       0.0       |
| FREN 301W |   B    |  0.263852242744 |
|  FREN 304 |   B    |       0.0       |
|  FREN 307 |   B    |   1.8018018018  |
|  FREN 330 |   B    |  2.63157894737  |
|  FREN 331 |   B    |  2.81690140845  |
|  FREN 332 |   B    |  2.98507462687  |
|  FREN 333 |   B    |  1.08695652174  |
|  FREN 334 |   B+   |       0.0       |
|  FREN 340 |   B+   |       0.0       |
|  FREN 341 |   B    |       0.0       |
|  FREN 343 |   B+   |       0.0       |
|  FREN 344 |   B    |       0.0       |
|  FREN 345 |   B+   |       0.0       |
|  FREN 352 |   B+   |       0.0       |
| FREN 407W |   B    |       0.0       |
|  FREN 416 |   B    |  0.970873786408 |
|  FREN 417 |   B    |       0.0       |
|  FREN 420 |   B+   |   3.0303030303  |
|  FREN 423 |   B    |       5.0       |
|  FREN 424 |   B    |  3.15789473684  |
|  FREN 425 |   B    |  0.854700854701 |
|  FREN 430 |   B    |  1.66666666667  |
|  FREN 440 |   B    |       0.0       |
|  FREN 441 |   B+   |       0.0       |
|  FREN 442 |   B    |       0.0       |
|  FREN 444 |   B    |       0.0       |
|  FREN 452 |   B    |  1.68067226891  |
|  FREN 476 |   B+   |       0.0       |
|  FREN 480 |   B+   |       0.0       |
|  GEOG 100 |   B-   |  4.30919591293  |
|  GEOG 102 |   B    |  0.848765432099 |
|  GEOG 104 |   B    |  0.961538461538 |
|  GEOG 111 |   B    |  1.50046889653  |
|  GEOG 150 |  A-/A  |       0.0       |
|  GEOG 162 |   C+   |  3.20623916811  |
|  GEOG 213 |   B-   |  4.19947506562  |
|  GEOG 214 |   B    |  1.91780821918  |
|  GEOG 215 |   B    |  1.62790697674  |
|  GEOG 221 |   B    |  1.98555956679  |
|  GEOG 241 |   B    |  1.06761565836  |
|  GEOG 251 |   B    |  2.38726790451  |
|  GEOG 253 |   B    |  1.49253731343  |
|  GEOG 255 |   B+   |  2.43204577969  |
|  GEOG 261 |   B    |  1.82926829268  |
|  GEOG 264 |   B    |     2.734375    |
|  GEOG 265 |   B+   |       0.0       |
|  GEOG 300 |   B-   |   4.5045045045  |
|  GEOG 310 |   A-   |       0.0       |
|  GEOG 311 |   B+   |  0.448430493274 |
|  GEOG 312 |   B    |  0.54347826087  |
|  GEOG 313 |   B-   |  2.33918128655  |
|  GEOG 314 |   B    |  2.67857142857  |
|  GEOG 315 |   B    |  1.75438596491  |
|  GEOG 316 |   B    |  1.22699386503  |
|  GEOG 317 |   B    |       0.0       |
|  GEOG 318 |   B+   |       0.0       |
|  GEOG 321 |   B    |       5.0       |
|  GEOG 322 |   B+   |  1.92307692308  |
| GEOG 322W |   B+   |  1.04895104895  |
|  GEOG 323 |   B    |       0.0       |
|  GEOG 324 |   B    |       0.0       |
|  GEOG 325 |   B    |  0.617283950617 |
|  GEOG 327 |   B+   |  1.61290322581  |
|  GEOG 328 |   B+   |   3.7037037037  |
|  GEOG 351 |   B+   |       0.0       |
|  GEOG 352 |   B    |  0.520833333333 |
|  GEOG 353 |   B    |  1.90476190476  |
|  GEOG 355 |   B+   |  0.64308681672  |
|  GEOG 356 |   B+   |       0.0       |
|  GEOG 362 |   B+   |       0.0       |
| GEOG 362W |   B    |       0.0       |
|  GEOG 363 |   B    |  1.47058823529  |
|  GEOG 377 |   B-   |  2.36686390533  |
|  GEOG 381 |   B    |  1.61290322581  |
| GEOG 381W |  B-/B  |       0.0       |
|  GEOG 382 |   B-   |  1.48148148148  |
|  GEOG 383 |   B+   |       0.0       |
|  GEOG 385 |   B    |       0.0       |
|  GEOG 386 |   B    |  3.82978723404  |
|  GEOG 387 |   B    |       0.0       |
| GEOG 389W |   B    |  1.60550458716  |
|  GEOG 404 |   A-   |       0.0       |
|  GEOG 405 |   A    |       0.0       |
|  GEOG 411 |   B+   |       0.0       |
| GEOG 412W |  B-/B  |       0.0       |
|  GEOG 414 |   B    |       0.0       |
|  GEOG 415 |   B+   |       0.0       |
|  GEOG 417 |   B+   |       0.0       |
| GEOG 417W |   B+   |       0.0       |
|  GEOG 420 |   B+   |       0.0       |
|  GEOG 421 |  A-/A  |  8.33333333333  |
|  GEOG 422 |   B    |   3.0303030303  |
|  GEOG 424 |   B+   |       0.0       |
|  GEOG 426 |   B+   |       0.0       |
|  GEOG 427 |   B+   |       0.0       |
|  GEOG 428 |   B+   |       0.0       |
|  GEOG 432 |  B/B+  |       0.0       |
|  GEOG 440 |   B+   |  1.13636363636  |
|  GEOG 441 |   B+   |       0.0       |
|  GEOG 442 |   B    |       0.0       |
|  GEOG 445 |   B    |  0.434782608696 |
|  GEOG 449 |   A-   |       0.0       |
|  GEOG 451 |   B+   |       0.0       |
|  GEOG 453 |   A-   |       0.0       |
| GEOG 453W | B+/A-  |       0.0       |
|  GEOG 455 |   B+   |       0.0       |
| GEOG 455W |   B+   |  2.22222222222  |
|  GEOG 457 |   A-   |       0.0       |
|  GEOG 466 |   B    |       0.0       |
|  GEOG 468 |   B+   |       0.0       |
|  GEOG 486 |   B+   |       0.0       |
|  GEOG 489 |   B+   |       0.0       |
|  GEOG 491 |   A    |       0.0       |
|  GEOG 497 |   A    |       0.0       |
|  GERM 102 |   B+   |  1.76730486009  |
|  GERM 103 |   B+   |  0.520833333333 |
|  GERM 104 |   B+   |  4.19161676647  |
|  GERM 201 |   B+   |       0.0       |
|  GERM 202 |   B+   |       0.0       |
|  GERM 300 |   A-   |       0.0       |
|  GERO 101 |   B    |  1.81818181818  |
|  GERO 300 |   B    |  1.91693290735  |
|  GERO 301 |   B    |  2.76497695853  |
|  GERO 302 |   B    |       0.0       |
|  GERO 400 |   A-   |       0.0       |
|  GERO 401 |   B    |       0.0       |
|  GERO 403 |   B+   |       0.0       |
|  GERO 404 |   B    |       0.0       |
|  GERO 406 |   B+   |       0.0       |
|  GERO 407 |   B    |       0.0       |
|  GERO 408 |   B+   |  1.08108108108  |
|  GERO 409 |   B    |       0.0       |
|  GERO 410 |   B    |       0.0       |
|  GERO 411 |   B+   |  1.26582278481  |
|  GERO 412 |   B    |       0.0       |
|  GERO 413 |  B/B+  |  2.30769230769  |
|  GERO 420 |   B-   |  0.220750551876 |
|  GERO 450 |   B+   |       0.0       |
|  GRK 110  |   A-   |  1.57004830918  |
|  GRK 160  |   A-   |   0.4329004329  |
|  GRK 210  |   A-   |  5.55555555556  |
|   GS 421  |   B+   |       0.0       |
|   GS 422  |   B+   |       0.0       |
|  GSWS 100 |   B+   |  2.78184480234  |
|  GSWS 101 |   B    |  3.77358490566  |
|  GSWS 102 |   B+   |  1.36411332634  |
|  GSWS 200 |   B+   |  4.16666666667  |
|  GSWS 201 |   B+   |       0.0       |
|  GSWS 204 |   B+   |  1.48514851485  |
|  GSWS 205 |   B+   |       0.0       |
|  GSWS 209 |   B+   |       0.0       |
|  GSWS 210 |   B+   |  2.63157894737  |
|  GSWS 301 |   A-   |       0.0       |
|  GSWS 302 |   A-   |  2.77777777778  |
|  GSWS 306 |   B+   |       0.0       |
|  GSWS 308 |   B+   |       0.0       |
|  GSWS 309 |   B    |       0.0       |
|  GSWS 311 |   B    |  1.85185185185  |
|  GSWS 312 |   B+   |  0.689655172414 |
|  GSWS 314 |   B+   |       0.0       |
|  GSWS 316 |   B+   |  1.25786163522  |
|  GSWS 317 |   A-   |       0.0       |
|  GSWS 318 |   B+   |       0.0       |
|  GSWS 319 |   B+   |       0.0       |
|  GSWS 320 |   B+   |  1.22950819672  |
|  GSWS 321 |   B+   |  0.917431192661 |
|  GSWS 322 |   B+   |   7.8431372549  |
|  GSWS 327 |   B+   |       6.25      |
|  GSWS 330 |   B+   |  1.04166666667  |
|  GSWS 331 |   B+   |       0.0       |
|  GSWS 333 | B+/A-  |  2.27272727273  |
|  GSWS 350 |   B+   |       0.0       |
| GSWS 398W |   B+   |  2.08333333333  |
|  GSWS 399 |   A-   |       0.0       |
|  GSWS 401 |   A    |       0.0       |
|  GSWS 402 |   A    |       0.0       |
|  GSWS 403 |   A    |       0.0       |
|  GSWS 405 |   A-   |       0.0       |
|  GSWS 411 |   A-   |  2.85714285714  |
|  GSWS 412 |   B+   |       4.0       |
|  GSWS 431 |   B+   |   2.5641025641  |
|  GSWS 432 |   A-   |       0.0       |
|  GSWS 433 |   A-   |       0.0       |
|  HIST 101 |   B-   |  4.61538461538  |
| HIST 102W |   B    |  1.81691125087  |
|  HIST 104 |   B-   |  5.69620253165  |
|  HIST 106 |   B-   |  1.63316582915  |
|  HIST 115 |   B    |  1.93905817175  |
|  HIST 130 |   B-   |  5.89849108368  |
|  HIST 146 |   B-   |       2.0       |
|  HIST 151 |   B-   |  5.76271186441  |
|  HIST 204 |   B    |  1.64835164835  |
|  HIST 206 |   B-   |       0.0       |
|  HIST 208 |   B-   |  4.91803278689  |
|  HIST 209 |   B    |  3.92156862745  |
| HIST 209W |   B    |  5.26315789474  |
|  HIST 212 |   B-   |  1.83486238532  |
|  HIST 213 |   B-   |       0.0       |
|  HIST 214 |   B-   |       0.0       |
|  HIST 215 |   B-   |  2.37388724036  |
|  HIST 220 |   B-   |   1.4598540146  |
|  HIST 223 |   B-   |  2.08333333333  |
|  HIST 224 |   B-   |  0.900900900901 |
|  HIST 225 |   B-   |  0.772797527048 |
|  HIST 231 |   B    |  2.22222222222  |
|  HIST 235 |   B-   |  4.21052631579  |
|  HIST 236 |   B    |       0.0       |
|  HIST 237 |   B    |   4.6511627907  |
|  HIST 242 |   B+   |       0.0       |
|  HIST 243 |   B+   |       0.0       |
|  HIST 249 |   B-   |  4.51612903226  |
|  HIST 252 |   B+   |       0.0       |
|  HIST 254 |   B-   |  2.42214532872  |
|  HIST 255 |   B-   |  2.60869565217  |
|  HIST 265 |   B+   |       0.0       |
|  HIST 268 |   B+   |       0.0       |
|  HIST 275 |   B-   |  2.63157894737  |
|  HIST 276 |   B+   |  10.8695652174  |
|  HIST 277 |   B-   |  7.59930915371  |
|  HIST 278 |   B-   |  15.3846153846  |
|  HIST 285 |   B-   |  4.16666666667  |
|  HIST 288 |   B-   |       0.0       |
|  HIST 300 |   B    |   1.0989010989  |
|  HIST 304 |   B    |  2.38095238095  |
|  HIST 307 |   B+   |  0.666666666667 |
|  HIST 308 |  B-/B  |  3.22580645161  |
|  HIST 314 |  B-/B  |       0.0       |
|  HIST 317 |   B-   |  4.34782608696  |
|  HIST 319 |   B+   |       0.0       |
|  HIST 320 |   B-   |       0.0       |
|  HIST 321 |   B-   |       0.0       |
|  HIST 322 |   B    |  1.44927536232  |
|  HIST 323 |   B    |  0.869565217391 |
|  HIST 325 |   B-   |  1.75438596491  |
|  HIST 326 |  B/B+  |  1.04166666667  |
|  HIST 327 |   B    |       3.75      |
|  HIST 330 |   B+   |       0.0       |
| HIST 330W |   B+   |   4.6511627907  |
|  HIST 332 |   B    |  0.869565217391 |
|  HIST 334 |   B    |       0.0       |
|  HIST 335 |   B    |  1.23456790123  |
|  HIST 336 |   B-   |       0.0       |
|  HIST 338 |   B    |  3.10296191819  |
|  HIST 339 |   B-   |      6.875      |
|  HIST 344 |   B-   |   1.2987012987  |
| HIST 345W |   B    |       0.0       |
|  HIST 348 |  B-/B  |       0.0       |
|  HIST 350 |   B-   |       0.0       |
|  HIST 352 |   B    |       0.0       |
|  HIST 354 |   B-   |  2.32558139535  |
|  HIST 355 |   B    |   1.5873015873  |
|  HIST 358 |   B+   |       0.0       |
|  HIST 362 |   B    |       0.0       |
|  HIST 363 |  B/B+  |       0.0       |
|  HIST 364 |   B    |  6.45161290323  |
|  HIST 366 |   B    |  8.33333333333  |
|  HIST 367 |   B+   |  2.66666666667  |
| HIST 368W |   B+   |  2.27272727273  |
|  HIST 371 |   B-   |       0.0       |
|  HIST 372 |   B-   |       0.0       |
|  HIST 373 |   B    |  1.38888888889  |
| HIST 374W |   B    |  3.94736842105  |
|  HIST 376 |   B    |       0.0       |
|  HIST 377 |   B    |   1.3698630137  |
|  HIST 388 |   B-   |       0.0       |
|  HIST 390 |   B+   |  0.917431192661 |
|  HIST 400 |   A-   |       0.0       |
|  HIST 401 |   B    |  1.81818181818  |
|  HIST 402 |   B    |       0.0       |
|  HIST 404 |   B    |       0.0       |
|  HIST 407 |   B    |  1.81818181818  |
| HIST 412W |   B-   |       0.0       |
|  HIST 413 |   B+   |       0.0       |
|  HIST 415 |   B    |   2.5974025974  |
|  HIST 416 |   B    |  11.1111111111  |
|  HIST 417 |   B    |       0.0       |
| HIST 417W |   B    |  9.61538461538  |
|  HIST 419 |   B    |       0.0       |
| HIST 419W |   B+   |       0.0       |
|  HIST 420 |   A-   |       0.0       |
|  HIST 421 |   B+   |       6.25      |
|  HIST 422 |   B    |       0.0       |
|  HIST 424 |   B+   |  0.806451612903 |
|  HIST 425 |   B+   |       0.0       |
| HIST 425W |   B    |       0.0       |
|  HIST 427 |   B+   |       0.0       |
|  HIST 428 |   B    |  1.16279069767  |
|  HIST 430 |   C+   |       0.0       |
|  HIST 432 |   B    |  2.63157894737  |
| HIST 433W |   B    |       0.0       |
|  HIST 436 |   B+   |       0.0       |
| HIST 438W |   B+   |       0.0       |
|  HIST 439 |   B-   |       0.0       |
|  HIST 440 |   B    |       0.0       |
|  HIST 441 |   B+   |  4.54545454545  |
|  HIST 442 |  B-/B  |       0.0       |
|  HIST 443 |   B+   |  3.33333333333  |
|  HIST 444 |   B-   |       0.0       |
|  HIST 445 |   B    |       0.0       |
|  HIST 447 |  B/B+  |       0.0       |
| HIST 447W |   A-   |       0.0       |
|  HIST 451 |   A-   |       0.0       |
|  HIST 454 |   B+   |   2.5974025974  |
|  HIST 455 |   B    |  6.66666666667  |
| HIST 455W |   B+   |       0.0       |
|  HIST 456 |   B-   |       0.0       |
|  HIST 457 |   B-   |  2.85714285714  |
|  HIST 458 |  B/B+  |       0.0       |
| HIST 458W |   B    |       0.0       |
|  HIST 459 |   B    |       0.0       |
| HIST 459W |   B+   |       0.0       |
|  HIST 460 |   B    |  7.31707317073  |
| HIST 463W |   B+   |       0.0       |
|  HIST 464 |   B    |  1.17647058824  |
|  HIST 465 |   B    |       0.0       |
|  HIST 467 |   B    |       2.0       |
|  HIST 468 |   B+   |  6.66666666667  |
| HIST 468W |   B    |       0.0       |
|  HIST 469 |   B+   |  1.66666666667  |
|  HIST 471 |   B    |       0.0       |
|  HIST 472 |   B+   |       0.0       |
| HIST 472W |   B+   |       0.0       |
|  HIST 473 |   B+   |       0.0       |
| HIST 473W |   B    |       0.0       |
|  HIST 479 |   A-   |       5.0       |
| HIST 479W |   B+   |       0.0       |
|  HIST 485 |   B    |  1.36054421769  |
|  HIST 486 |   B+   |  2.39520958084  |
|  HIST 489 |   A    |       0.0       |
|  HIST 490 |   A    |       0.0       |
|  HIST 494 |   A-   |       0.0       |
|  HIST 498 |   A    |       0.0       |
|   HS 100  |   B-   |  4.61538461538  |
|   HS 275  | B+/A-  |       0.0       |
|   HS 276  |  B-/B  |  16.6666666667  |
|   HS 277  |   B-   |       6.25      |
|   HS 303  |   A-   |       0.0       |
|   HS 304  |   B+   |       12.5      |
|   HS 307  |   B+   |  5.55555555556  |
|  HSCI 100 |   B    |  2.33722871452  |
|  HSCI 120 |   B    |  0.328638497653 |
|  HSCI 130 |   B    |  1.63442294863  |
|  HSCI 140 |   B    |  0.839552238806 |
|  HSCI 150 |   B+   |  0.617283950617 |
|  HSCI 160 |   B+   |  0.973654066438 |
|  HSCI 180 |   B    |  0.479616306954 |
|  HSCI 199 |   B    |  1.85185185185  |
|  HSCI 211 |   B    |  0.396825396825 |
|  HSCI 212 |   B    |  0.669216061185 |
|  HSCI 214 |   B    |  0.854700854701 |
|  HSCI 215 |   B-   |  1.26146788991  |
|  HSCI 216 |   B    |  1.27388535032  |
|  HSCI 304 |   B    |  1.45513338723  |
|  HSCI 305 |   B+   |  0.517799352751 |
|  HSCI 306 |   B    |  0.917431192661 |
|  HSCI 307 |   B    |  0.505050505051 |
|  HSCI 308 |   B+   |  0.588235294118 |
|  HSCI 309 |   B+   |       0.0       |
|  HSCI 312 |   B+   |  0.34965034965  |
| HSCI 319W |   B    |  1.20056497175  |
|  HSCI 321 |   B    |  0.422832980973 |
|  HSCI 323 |   B    |       2.0       |
|  HSCI 324 |   B    |  0.393184796855 |
|  HSCI 327 |   B    |  3.44827586207  |
|  HSCI 330 |   B    |  0.967519004838 |
|  HSCI 333 |   B+   |       0.0       |
|  HSCI 338 |   B    |  2.68456375839  |
|  HSCI 340 |   B+   |  0.319744204636 |
|  HSCI 345 |   B    |   1.5873015873  |
|  HSCI 372 |   B+   |       0.0       |
|  HSCI 402 |   B+   |  0.626959247649 |
|  HSCI 403 |   B+   |  1.38888888889  |
|  HSCI 404 |   B+   |  1.75438596491  |
|  HSCI 406 |   A-   |       0.0       |
|  HSCI 407 |   B+   |   2.1978021978  |
|  HSCI 408 |   A-   |  0.555555555556 |
|  HSCI 410 |   B+   |       0.0       |
|  HSCI 412 |   B    |       0.0       |
|  HSCI 424 |   A-   |       0.0       |
|  HSCI 426 |   B-   |  1.13636363636  |
|  HSCI 427 |   B    |       0.0       |
|  HSCI 431 |   B+   |  0.367197062424 |
|  HSCI 432 |   A-   |       0.0       |
|  HSCI 438 |   B+   |       0.0       |
|  HSCI 439 |   B+   |       0.0       |
|  HSCI 440 |   A-   |       0.0       |
|  HSCI 441 |   B    |       0.0       |
|  HSCI 442 |   B+   |       0.0       |
|  HSCI 449 |   A-   |  0.571428571429 |
|  HSCI 458 |   B+   |   3.0303030303  |
|  HSCI 471 |   B+   |  0.798403193613 |
|  HSCI 472 |   B+   |       0.0       |
|  HSCI 473 |   A-   |       0.0       |
|  HSCI 474 |   B+   |       0.0       |
|  HSCI 475 |   A-   |       0.0       |
|  HSCI 476 |   A-   |       0.0       |
|  HSCI 477 |   B    |       0.0       |
|  HSCI 478 |   B+   |       0.0       |
|  HSCI 479 | B+/A-  |       0.0       |
|  HSCI 481 |   A-   |  0.678733031674 |
|  HSCI 482 |   A-   |       0.0       |
|  HSCI 483 |   A-   |       0.0       |
|  HSCI 484 |   B+   |       0.0       |
|  HSCI 485 |   A-   |       0.0       |
|  HSCI 486 |   A-   |  0.332225913621 |
|  HSCI 488 |   A    |       2.5       |
|  HSCI 489 |   A+   |       0.0       |
|  HSCI 490 |   A    |       0.0       |
|  HSCI 491 |   A+   |       0.0       |
|  HSCI 492 |   A+   |   3.0303030303  |
|  HSCI 493 |   A+   |       0.0       |
|  HSCI 494 |   A    |       0.0       |
|  HUM 101W |   B    |  1.31445904954  |
|  HUM 102W |   B    |  3.25977933801  |
|  HUM 103  |   B-   |       0.0       |
|  HUM 105  |   B-   |  1.54241645244  |
|  HUM 106  |   B-   |  1.44927536232  |
|  HUM 130  |   B    |   4.3358946213  |
|  HUM 151  |   B    |  12.1212121212  |
|  HUM 161  |   B    |  10.1265822785  |
|  HUM 162  |   B+   |  13.6363636364  |
|  HUM 201  |   B+   |  4.16666666667  |
|  HUM 202  |   B    |       0.0       |
|  HUM 203  |   B+   |       0.0       |
|  HUM 204  |   B+   |       0.0       |
|  HUM 211  |   B+   |       0.0       |
|  HUM 216  |  B-/B  |  3.84615384615  |
|  HUM 219  | C+/B-  |       0.0       |
|  HUM 240  |   A    |  1.49253731343  |
|  HUM 302W |   B+   |   1.3698630137  |
|  HUM 303  |   B+   |       0.0       |
|  HUM 305  |   B-   |       0.0       |
|  HUM 307  |   B    |  1.51515151515  |
|  HUM 309  |  B/B+  |   2.7397260274  |
|  HUM 311  |   B    |  1.33333333333  |
|  HUM 312W |   B    |       0.0       |
|  HUM 320  |   B    |  4.89130434783  |
|  HUM 321  |   B    |  1.44927536232  |
|  HUM 321W |   B    |  0.431034482759 |
|  HUM 323  |   B-   |       0.0       |
|  HUM 325  |   B+   |  0.729927007299 |
|  HUM 330  |   B+   |  0.429184549356 |
|  HUM 331  |   B+   |  0.454545454545 |
|  HUM 332  |   B+   |  1.37614678899  |
|  HUM 340  |   B+   |  0.611620795107 |
|  HUM 350  |   B    |   3.0612244898  |
|  HUM 360  |   B+   |   1.8691588785  |
|  HUM 375  |   A-   |       0.0       |
|  HUM 381  |   B    |       0.0       |
|  HUM 382  |   B+   |       0.0       |
|  HUM 385  |   B+   |  1.61290322581  |
|  HUM 390  |   A    |       0.0       |
|  HUM 401  |   A-   |  7.69230769231  |
|  HUM 422  |   B+   |  5.55555555556  |
|  HUM 480  |   A-   |       0.0       |
|  HUM 490  |   B+   |       0.0       |
|  HUM 495  |   A    |       0.0       |
|  IAT 100  |   B+   |  2.35616438356  |
|  IAT 102  |   B    |  1.33667502089  |
|  IAT 103W |   B    |  4.65909090909  |
|  IAT 106  |   B    |  2.67753201397  |
|  IAT 110  |   B    |  3.35775335775  |
|  IAT 167  |   B    |  9.44741532977  |
|  IAT 201  |   B-   |  4.41729323308  |
|  IAT 202  |   B+   |  0.713436385256 |
|  IAT 206W |   B    |  5.93406593407  |
|  IAT 208  |   B+   |  1.28440366972  |
|  IAT 210  |   B+   |   1.4409221902  |
|  IAT 222  |   B    |  0.966702470462 |
|  IAT 233  |   B    |  0.492004920049 |
|  IAT 235  |   B    |  2.46913580247  |
|  IAT 244  |   B+   |  5.34069981584  |
|  IAT 265  |   B-   |  7.00778642937  |
|  IAT 267  |   B    |  1.51133501259  |
|  IAT 309W |   B-   |  5.46583850932  |
|  IAT 312  |   B+   |  0.143884892086 |
|  IAT 313  |   B    |  2.16284987277  |
|  IAT 320  |   B+   |   0.2331002331  |
|  IAT 333  |   B    |       0.0       |
|  IAT 334  |   B    |       0.5       |
|  IAT 336  |   B+   |       0.0       |
|  IAT 337  |   B    |  1.16959064327  |
|  IAT 338  |   A-   |  0.847457627119 |
|  IAT 339  |   B    |  2.04918032787  |
|  IAT 340  |   B+   |  1.20240480962  |
|  IAT 343  |   B    |  1.68918918919  |
|  IAT 344  |   B+   |  1.26582278481  |
|  IAT 351  |   B    |  6.06060606061  |
|  IAT 352  |   B    |  9.81595092025  |
|  IAT 355  |   B    |  4.66321243523  |
|  IAT 380  |   B-   |       10.0      |
|  IAT 381  |   B    |  3.42960288809  |
|  IAT 386  |   A    |       0.0       |
|  IAT 387  |   A    |       0.0       |
|  IAT 391  |   A    |       0.0       |
|  IAT 392  |   A    |       0.0       |
|  IAT 393  |   A    |       0.0       |
|  IAT 394  |   A    |       0.0       |
|  IAT 395  |   A    |       0.0       |
|  IAT 396  |   A    |       0.0       |
|  IAT 397  |   A    |       0.0       |
|  IAT 403  |   A-   |       0.0       |
|  IAT 405  |   A    |       0.0       |
|  IAT 410  |   B+   |       0.0       |
|  IAT 431  |   B+   |  1.84331797235  |
|  IAT 432  |   B    |  0.729927007299 |
|  IAT 437  |   B+   |       0.0       |
|  IAT 438  |   B+   |       0.0       |
|  IAT 443  |   B+   |   0.3663003663  |
|  IAT 445  |   B+   |  2.21402214022  |
|  IAT 452  |   B    |       0.0       |
|  IAT 455  |   B+   |  1.16959064327  |
|  IAT 480  |   A+   |       0.0       |
|  IAT 481  |   A    |       0.0       |
|  IAT 486  |   A    |       0.0       |
|  IAT 487  |   A    |       0.0       |
|  IAT 488  |   A    |       0.0       |
|  IAT 490  |   A    |       0.0       |
|  IAT 491  |   A    |       0.0       |
|   IS 101  |   B    |  2.42571255306  |
|   IS 200  |   B    |  1.91897654584  |
|  IS 209W  |   B+   |  6.97674418605  |
|   IS 210  |   B    |  1.31004366812  |
|   IS 220  |   B    |  3.41614906832  |
|   IS 230  |   B+   |  0.746268656716 |
|   IS 240  |   B+   |   4.6511627907  |
|   IS 265  |   B+   |       0.0       |
|   IS 302  |   B+   |       0.8       |
|   IS 303  |   A-   |       0.0       |
|   IS 304  |   B+   |       0.0       |
|   IS 309  |   B+   |  1.24223602484  |
|  IS 313W  |   B    |       0.0       |
|   IS 314  |   B+   |  3.63636363636  |
|   IS 315  |   B    |       1.25      |
|   IS 319  |   B+   |  0.258397932817 |
|   IS 324  |   B+   |       0.0       |
|   IS 329  |   B+   |       0.0       |
|   IS 358  |   B+   |  3.50877192982  |
|   IS 408  |  A-/A  |       0.0       |
|   IS 409  |   B+   |  0.378787878788 |
|   IS 410  |   A-   |       0.0       |
|   IS 412  |   B+   |       0.0       |
|   IS 414  |   A-   |       0.0       |
|   IS 415  |   B+   |  7.14285714286  |
|   IS 419  |   B+   |  3.47222222222  |
|   IS 427  |   B+   |       0.0       |
|   IS 428  |   A    |       0.0       |
|   IS 429  |   A-   |       0.0       |
|   IS 435  |   B    |       0.0       |
|  IS 450W  |   B+   |       0.0       |
|   IS 451  |   B+   |  0.340136054422 |
|   IS 452  |   A-   |       0.0       |
|   IS 490  |   A    |       0.0       |
|   IS 499  |   A    |       0.0       |
|  ISPO 431 |   B    |       0.0       |
|  ITAL 100 |   B+   |  0.600600600601 |
|  ITAL 101 |   B+   |       0.0       |
|  ITAL 200 |   A-   |       0.0       |
|  ITAL 201 |   A-   |       0.0       |
|  ITAL 300 |   A-   |       0.0       |
|  JAPN 100 |   B-   |  9.36116382037  |
|  JAPN 101 |   B+   |  2.32108317215  |
|  JAPN 200 |   B+   |  2.13523131673  |
|  JAPN 201 |   B+   |       0.0       |
|  JAPN 300 |   B+   |  1.35135135135  |
|  JAPN 301 |   B    |  2.32558139535  |
|  LANG 148 |   A-   |       0.0       |
|  LAS 412  |   B    |  5.26315789474  |
|  LAS 498  |   A-   |       0.0       |
|  LBST 101 |   B-   |   1.6713091922  |
|  LBST 301 |   B-   |  1.05263157895  |
| LBST 301W |   B-   |       1.0       |
|  LBST 306 |   B-   |       0.0       |
|  LBST 307 |   B-   |       0.0       |
|  LBST 308 |   B    |  1.91387559809  |
|  LBST 309 |   B    |       0.0       |
|  LBST 310 |   B-   |       10.0      |
|  LBST 311 |   B    |  0.512820512821 |
|  LBST 313 |   B+   |       0.0       |
|  LBST 328 |   B-   |       0.0       |
|  LBST 330 |   B    |  1.35869565217  |
|  LING 100 |   B-   |  4.73909755483  |
|  LING 110 |   B-   |  4.56824512535  |
|  LING 160 |   B    |  1.30208333333  |
|  LING 200 |   B-   |  4.60273972603  |
|  LING 220 |   B-   |   5.5617352614  |
|  LING 221 |   B    |  2.91262135922  |
|  LING 222 |   B    |  2.13114754098  |
|  LING 290 |   B    |  2.51572327044  |
|  LING 295 |   B    |  1.33333333333  |
| LING 301W |   B-   |  0.729927007299 |
| LING 309W |   B    |  1.66666666667  |
|  LING 321 |   B    |  2.39043824701  |
|  LING 322 |   B    |   1.5009380863  |
|  LING 323 |   B    |   1.393728223   |
|  LING 324 |   B    |   1.6348773842  |
|  LING 330 |   B-   |  2.11267605634  |
|  LING 350 |   B    |       0.0       |
|  LING 360 |   B-   |  0.852878464819 |
|  LING 362 |   B    |  0.59880239521  |
|  LING 363 |   F    |      100.0      |
|  LING 400 |   B    |       0.0       |
|  LING 401 |   B+   |       0.0       |
|  LING 407 |   B+   |       0.0       |
|  LING 408 |   A-   |  4.34782608696  |
|  LING 410 |   B    |       0.0       |
|  LING 411 |   B    |  5.12820512821  |
|  LING 415 |   B    |       0.0       |
|  LING 430 |   B+   |       0.0       |
|  LING 431 |   A-   |       0.0       |
|  LING 432 |  A-/A  |       0.0       |
|  LING 480 |   B+   |  2.54237288136  |
|  LING 481 |   B    |  2.53164556962  |
| LING 482W |   A-   |  2.94117647059  |
|  MACM 101 |   B-   |  12.4680158176  |
|  MACM 201 |   C+   |  10.7811228641  |
|  MACM 203 |   B    |  2.96296296296  |
|  MACM 204 |   B+   |   2.7972027972  |
|  MACM 316 |   B-   |   9.1123066577  |
|  MACM 401 |   B-   |  2.63157894737  |
|  MACM 409 |   B    |       0.0       |
|  MACM 416 |   B+   |  9.67741935484  |
|  MACM 442 |   A-   |       0.0       |
